"죄종별","범죄발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"폭행","부천시","범죄건수","건","3230","3292","2906","2747","3129","3398","2808","2859","2944","2728",
"폭행","성남시","범죄건수","건","2416","2706","2449","2666","3149","3115","2959","3007","2765","2199",
"폭행","수원시","범죄건수","건","2780","3017","3160","3628","4123","4326","4474","4658","4643","3977",
"폭행","시흥시","범죄건수","건","1466","1545","1544","1334","1465","1742","1596","1551","1844","1517",
"폭행","안산시","범죄건수","건","2212","2403","2051","2276","3209","3284","2946","2664","2917","2726",
"폭행","안성시","범죄건수","건","","","","","551","630","656","628","681","665",
"폭행","안양시","범죄건수","건","1575","1647","1628","1596","1720","2192","2178","1877","1792","1423",
"폭행","양주시","범죄건수","건","","","","","747","789","746","797","671","695",
"폭행","여주시","범죄건수","건","","","","","313","360","362","337","324","325",
"폭행","오산시","범죄건수","건","","","","","826","852","796","896","955","686",
"폭행","용인시","범죄건수","건","1419","1376","1223","1445","1710","2346","2113","1919","2022","1777",
"폭행","의왕시","범죄건수","건","","","","","250","347","304","280","269","243",
"폭행","의정부시","범죄건수","건","1823","1733","1736","1920","1901","1958","2133","2134","2227","1952",
"폭행","이천시","범죄건수","건","574","579","594","601","668","854","826","892","861","712",
"폭행","파주시","범죄건수","건","1060","918","762","1021","1078","1180","976","1025","986","1065",
"폭행","평택시","범죄건수","건","1017","1134","1187","1489","1636","2008","2111","2182","2356","2166",
"폭행","포천시","범죄건수","건","","","","","566","577","591","518","501","439",
"폭행","하남시","범죄건수","건","","","","","378","379","411","500","581","657",
"폭행","화성시","범죄건수","건","","","","","1327","1550","1662","1896","2465","2124",
"폭행","강릉시","범죄건수","건","813","667","512","428","535","767","821","834","671","671",
"폭행","동해시","범죄건수","건","","","","","252","257","272","271","243","208",
"폭행","삼척시","범죄건수","건","","","","","187","253","238","287","228","172",
"폭행","속초시","범죄건수","건","","","","","268","346","375","423","368","373",
"폭행","원주시","범죄건수","건","1344","1475","1514","1167","1048","1624","1651","1143","789","675",
"폭행","춘천시","범죄건수","건","443","552","588","644","706","887","764","653","672","591",
"폭행","태백시","범죄건수","건","","","","","99","156","120","120","128","100",
"폭행","제천시","범죄건수","건","169","183","225","349","247","322","319","281","275","248",
"폭행","청주시","범죄건수","건","1763","1939","1973","2097","2589","3068","2544","2548","2291","2257",
"폭행","충주시","범죄건수","건","383","341","274","268","361","383","362","408","396","361",
"폭행","계룡시","범죄건수","건","","","","","6","12","25","36","40","23",
"폭행","공주시","범죄건수","건","","","","","84","113","133","190","175","156",
"폭행","논산시","범죄건수","건","112","59","64","67","102","141","282","295","218","187",
"폭행","당진시","범죄건수","건","","","","","201","336","297","330","315","311",
"폭행","보령시","범죄건수","건","","","","","126","125","141","155","190","158",
"폭행","서산시","범죄건수","건","180","186","178","254","270","374","381","494","454","401",
"폭행","아산시","범죄건수","건","465","401","531","687","770","861","889","1052","990","878",
"폭행","천안시","범죄건수","건","865","1203","1435","1385","1394","1606","2054","2094","1613","1298",
"폭행","군산시","범죄건수","건","611","686","730","838","893","885","851","824","918","801",
"폭행","김제시","범죄건수","건","","","","","229","264","251","232","206","229",
"폭행","남원시","범죄건수","건","","","","","166","245","224","189","177","166",
"폭행","익산시","범죄건수","건","630","732","806","719","824","991","909","954","926","876",
"폭행","전주시","범죄건수","건","1426","1700","1597","1645","1567","1724","1649","1647","1707","1631",
"폭행","정읍시","범죄건수","건","202","229","255","277","263","272","262","235","229","245",
"폭행","광양시","범죄건수","건","","","","","333","288","337","357","339","348",
"폭행","나주시","범죄건수","건","","","","","20","18","198","214","206","188",
"폭행","목포시","범죄건수","건","865","1027","1040","801","1214","1240","1086","1009","950","860",
"폭행","순천시","범죄건수","건","653","727","695","773","842","865","835","737","842","707",
"폭행","여수시","범죄건수","건","901","1038","989","810","837","1121","1114","1216","1081","674",
"폭행","경산시","범죄건수","건","524","548","490","472","477","859","897","818","882","706",
"폭행","경주시","범죄건수","건","409","401","359","354","472","483","472","514","612","508",
"폭행","구미시","범죄건수","건","644","688","586","626","746","868","821","884","846","748",
"폭행","김천시","범죄건수","건","168","201","223","200","300","335","282","306","416","458",
"폭행","문경시","범죄건수","건","","","","","185","158","171","160","178","125",
"폭행","상주시","범죄건수","건","","","","","115","143","132","149","190","133",
"폭행","안동시","범죄건수","건","358","393","297","249","368","513","457","404","416","525",
"폭행","영주시","범죄건수","건","","","","","167","192","172","166","196","172",
"폭행","영천시","범죄건수","건","","","","","144","176","232","252","242","233",
"폭행","포항시","범죄건수","건","668","765","842","857","1134","1172","1283","1234","1308","1118",
"폭행","거제시","범죄건수","건","234","375","394","366","525","620","650","508","675","713",
"폭행","김해시","범죄건수","건","1176","1211","1286","1284","1463","1618","1585","1641","1691","1377",
"폭행","마산시","범죄건수","건","1036","119","","","-","","","","","",
"폭행","밀양시","범죄건수","건","","","","","136","164","140","144","143","158",
"폭행","사천시","범죄건수","건","","","","","252","228","304","253","318","313",
"폭행","양산시","범죄건수","건","394","588","669","544","613","716","602","628","896","796",
"폭행","진주시","범죄건수","건","466","581","616","659","698","808","796","820","765","928",
"폭행","창원시","범죄건수","건","1480","2245","2286","1991","2650","2736","2732","2882","2763","2625",
"폭행","통영시","범죄건수","건","","","","","319","343","326","376","374","385",
"폭행","서귀포시","범죄건수","건","","","","","570","701","531","588","501","511",
"폭행","제주시","범죄건수","건","2155","1639","2227","2196","1919","2411","1977","2041","1849","2068",
"체포·감금","계","범죄건수","건","832","876","929","945","1028","1318","1439","1207","1243","1209",
"체포·감금","서울","범죄건수","건","156","155","141","177","186","268","258","202","192","215",
"체포·감금","부산","범죄건수","건","49","78","49","55","67","77","68","78","59","78",
"체포·감금","대구","범죄건수","건","33","30","43","38","39","47","65","53","62","50",
"체포·감금","인천","범죄건수","건","38","36","42","60","81","132","210","117","117","105",
"체포·감금","광주","범죄건수","건","28","24","28","30","26","43","38","38","52","30",
"체포·감금","대전","범죄건수","건","14","19","27","27","36","30","43","36","33","32",
"체포·감금","울산","범죄건수","건","16","10","30","19","20","28","22","19","37","37",
"체포·감금","세종","범죄건수","건","","","","","3","3","6","2","-","3",
"체포·감금","고양시","범죄건수","건","13","10","26","22","15","19","25","23","16","23",
"체포·감금","과천시","범죄건수","건","","","","","1","-","1","-","1","2",
"체포·감금","광명시","범죄건수","건","4","5","7","8","4","8","5","5","10","5",
"체포·감금","광주시","범죄건수","건","","","","","5","8","11","9","6","11",
"체포·감금","구리시","범죄건수","건","4","2","4","4","4","4","4","2","8","3",
"체포·감금","군포시","범죄건수","건","2","","4","10","2","5","5","3","6","1",
"체포·감금","김포시","범죄건수","건","","","","","4","5","6","7","6","7",
"체포·감금","남양주시","범죄건수","건","9","7","13","11","15","20","18","21","19","17",
"체포·감금","동두천시","범죄건수","건","","","","","4","3","3","1","-","5",
"체포·감금","부천시","범죄건수","건","11","17","16","13","12","23","16","18","14","11",
"체포·감금","성남시","범죄건수","건","18","23","16","14","21","11","27","15","21","16",
"체포·감금","수원시","범죄건수","건","8","28","35","25","25","26","27","33","22","30",
"체포·감금","시흥시","범죄건수","건","9","9","5","10","6","13","13","7","10","11",
"체포·감금","안산시","범죄건수","건","15","12","14","11","17","18","29","24","19","20",
"체포·감금","안성시","범죄건수","건","","","","","5","2","5","6","5","2",
"체포·감금","안양시","범죄건수","건","6","11","6","7","11","10","6","15","8","11",
"체포·감금","양주시","범죄건수","건","","","","","2","3","8","4","4","8",
"체포·감금","여주시","범죄건수","건","","","","","4","2","7","5","4","6",
"체포·감금","오산시","범죄건수","건","","","","","7","5","1","5","7","9",
"체포·감금","용인시","범죄건수","건","19","12","13","13","13","17","15","20","22","18",
"체포·감금","의왕시","범죄건수","건","","","","","3","4","2","2","1","3",
"체포·감금","의정부시","범죄건수","건","4","8","15","4","9","22","14","23","19","16",
"체포·감금","이천시","범죄건수","건","8","8","5","2","2","11","14","9","3","5",
"체포·감금","파주시","범죄건수","건","5","7","9","10","2","6","13","15","14","10",
"체포·감금","평택시","범죄건수","건","9","15","11","5","9","20","19","16","27","24",
"체포·감금","포천시","범죄건수","건","","","","","3","7","5","3","8","4",
"체포·감금","하남시","범죄건수","건","","","","","2","4","2","7","3","-",
"체포·감금","화성시","범죄건수","건","","","","","10","13","11","11","28","16",
"체포·감금","강릉시","범죄건수","건","4","4","3","7","7","7","7","3","10","6",
"체포·감금","동해시","범죄건수","건","","","","","2","1","4","1","1","4",
"체포·감금","삼척시","범죄건수","건","","","","","1","3","1","1","1","-",
"체포·감금","속초시","범죄건수","건","","","","","2","1","6","1","1","2",
"체포·감금","원주시","범죄건수","건","13","9","9","5","12","4","12","10","8","2",
"체포·감금","춘천시","범죄건수","건","8","10","4","5","7","4","3","2","5","9",
"체포·감금","태백시","범죄건수","건","","","","","1","-","2","1","4","1",
"체포·감금","제천시","범죄건수","건","4","3","5","2","5","4","2","6","6","4",
"체포·감금","청주시","범죄건수","건","14","14","13","18","13","23","36","32","21","27",
"체포·감금","충주시","범죄건수","건","4","4","5","4","9","6","5","3","2","2",
"체포·감금","계룡시","범죄건수","건","","","","","1","1","-","-","-","-",
"체포·감금","공주시","범죄건수","건","","","","","3","4","3","3","-","2",
"체포·감금","논산시","범죄건수","건","","1","1","4","2","3","1","1","1","-",
"체포·감금","당진시","범죄건수","건","","","","","5","1","3","4","4","3",
"체포·감금","보령시","범죄건수","건","","","","","2","3","4","-","3","3",
"체포·감금","서산시","범죄건수","건","","1","4","2","3","4","3","2","-","2",
"체포·감금","아산시","범죄건수","건","4","6","7","8","6","11","9","13","11","11",
"체포·감금","천안시","범죄건수","건","16","20","10","16","10","14","30","33","23","32",
"체포·감금","군산시","범죄건수","건","3","9","7","8","9","10","9","8","5","11",
"체포·감금","김제시","범죄건수","건","","","","","3","6","2","1","-","2",
"체포·감금","남원시","범죄건수","건","","","","","3","1","4","2","2","2",
"체포·감금","익산시","범죄건수","건","3","5","9","5","5","11","10","6","12","4",
"체포·감금","전주시","범죄건수","건","10","19","8","9","14","15","19","12","8","14",
"체포·감금","정읍시","범죄건수","건","4","4","3","2","4","1","2","2","4","1",
"체포·감금","광양시","범죄건수","건","","","","","6","5","8","5","3","4",
"체포·감금","나주시","범죄건수","건","","","","","-","-","2","4","5","2",
"체포·감금","목포시","범죄건수","건","2","6","6","5","6","13","13","8","7","10",
"체포·감금","순천시","범죄건수","건","9","4","7","3","9","10","6","9","5","5",
"체포·감금","여수시","범죄건수","건","7","11","4","6","7","9","4","5","8","5",
"체포·감금","경산시","범죄건수","건","6","8","2","3","3","12","3","5","9","6",
"체포·감금","경주시","범죄건수","건","3","2","5","9","13","4","4","5","8","6",
"체포·감금","구미시","범죄건수","건","5","7","9","2","9","8","9","8","11","3",
"체포·감금","김천시","범죄건수","건","1","1","2","3","2","3","2","3","4","1",
"체포·감금","문경시","범죄건수","건","","","","","-","2","1","-","3","2",
"체포·감금","상주시","범죄건수","건","","","","","-","2","3","1","-","1",
"체포·감금","안동시","범죄건수","건","2","6","7","6","3","3","6","-","3","10",
"체포·감금","영주시","범죄건수","건","","","","","2","2","1","4","3","1",
"체포·감금","영천시","범죄건수","건","","","","","1","3","3","-","1","5",
"체포·감금","포항시","범죄건수","건","5","6","11","7","8","12","13","11","9","10",
"체포·감금","거제시","범죄건수","건","4","4","2","1","4","9","7","5","5","7",
"체포·감금","김해시","범죄건수","건","9","6","9","11","4","7","12","7","19","15",
"체포·감금","마산시","범죄건수","건","10","","","","-","","","","","",
"체포·감금","밀양시","범죄건수","건","","","","","-","5","2","3","-","2",
"체포·감금","사천시","범죄건수","건","","","","","2","4","5","2","7","1",
"체포·감금","양산시","범죄건수","건","4","3","4","8","10","9","7","7","7","10",
"체포·감금","진주시","범죄건수","건","7","7","5","6","10","7","1","3","3","6",
"체포·감금","창원시","범죄건수","건","11","18","14","14","17","16","13","23","15","17",
"체포·감금","통영시","범죄건수","건","","","","","5","3","2","2","1","1",
"체포·감금","서귀포시","범죄건수","건","","","","","3","4","3","3","1","5",
"체포·감금","제주시","범죄건수","건","14","15","15","7","9","14","16","19","25","14",
"협박","계","범죄건수","건","3578","4480","4661","5187","9187","15870","15499","17200","21022","21214",
"협박","서울","범죄건수","건","781","1024","1033","1149","1844","3036","2923","3089","3803","3896",
"협박","부산","범죄건수","건","326","366","413","507","682","1031","1010","1104","1450","1406",
"협박","대구","범죄건수","건","174","196","185","230","443","600","688","741","921","925",
"협박","인천","범죄건수","건","131","157","162","211","433","870","928","1085","1287","1318",
"협박","광주","범죄건수","건","131","176","167","168","297","400","362","368","542","484",
"협박","대전","범죄건수","건","83","117","145","152","286","528","503","602","660","707",
"협박","울산","범죄건수","건","61","81","104","102","175","461","420","299","384","365",
"협박","세종","범죄건수","건","","","","","29","45","52","69","92","92",
"협박","고양시","범죄건수","건","68","86","105","87","170","271","303","319","399","415",
"협박","과천시","범죄건수","건","","","","","9","26","19","14","23","13",
"협박","광명시","범죄건수","건","18","25","30","36","73","111","81","95","141","144",
"협박","광주시","범죄건수","건","","","","","61","118","104","152","178","192",
"협박","구리시","범죄건수","건","15","21","19","18","36","74","61","86","82","69",
"협박","군포시","범죄건수","건","8","19","22","11","43","65","51","80","89","85",
"협박","김포시","범죄건수","건","","","","","49","52","80","113","121","164",
"협박","남양주시","범죄건수","건","37","39","59","74","101","208","183","176","212","232",
"협박","동두천시","범죄건수","건","","","","","18","44","39","37","22","25",
"협박","부천시","범죄건수","건","59","79","62","63","167","319","276","330","454","418",
"협박","성남시","범죄건수","건","78","81","100","100","170","340","348","375","399","376",
"협박","수원시","범죄건수","건","67","88","104","112","272","493","528","551","635","587",
"협박","시흥시","범죄건수","건","32","32","27","41","94","187","213","201","261","317",
"협박","안산시","범죄건수","건","49","67","60","66","242","334","370","397","393","407",
"협박","안성시","범죄건수","건","","","","","43","59","47","52","97","106",
"협박","안양시","범죄건수","건","34","41","34","44","83","202","182","226","218","234",
"협박","양주시","범죄건수","건","","","","","47","75","65","83","112","112",
"협박","여주시","범죄건수","건","","","","","26","39","48","56","55","80",
"협박","오산시","범죄건수","건","","","","","34","64","73","108","145","114",
"협박","용인시","범죄건수","건","39","42","51","54","115","237","220","245","324","290",
"협박","의왕시","범죄건수","건","","","","","19","36","39","39","47","51",
"협박","의정부시","범죄건수","건","30","35","47","51","109","168","159","202","214","175",
"협박","이천시","범죄건수","건","9","17","35","25","29","73","64","105","126","124",
"협박","파주시","범죄건수","건","27","29","32","34","74","110","105","144","160","125",
"협박","평택시","범죄건수","건","43","52","36","49","95","211","232","273","316","392",
"협박","포천시","범죄건수","건","","","","","39","64","65","44","88","73",
"협박","하남시","범죄건수","건","","","","","19","42","41","55","95","95",
"협박","화성시","범죄건수","건","","","","","89","153","200","218","268","334",
"협박","강릉시","범죄건수","건","19","26","24","22","69","79","73","64","75","94",
"협박","동해시","범죄건수","건","","","","","26","31","30","36","34","32",
"협박","삼척시","범죄건수","건","","","","","5","24","19","29","38","40",
"협박","속초시","범죄건수","건","","","","","18","49","32","34","57","54",
"협박","원주시","범죄건수","건","37","56","55","38","45","121","136","124","141","156",
"협박","춘천시","범죄건수","건","24","40","23","42","49","85","68","87","111","114",
"협박","태백시","범죄건수","건","","","","","5","18","5","6","26","23",
"협박","제천시","범죄건수","건","3","12","12","10","19","36","42","34","53","49",
"협박","청주시","범죄건수","건","47","49","51","55","124","289","263","309","374","345",
"협박","충주시","범죄건수","건","13","15","13","20","38","49","47","49","84","73",
"협박","계룡시","범죄건수","건","","","","","3","6","4","6","5","6",
"협박","공주시","범죄건수","건","","","","","20","35","28","54","48","52",
"협박","논산시","범죄건수","건","13","2","14","4","14","40","47","38","39","43",
"협박","당진시","범죄건수","건","","","","","28","54","54","43","49","59",
"협박","보령시","범죄건수","건","","","","","7","11","22","21","34","42",
"협박","서산시","범죄건수","건","4","6","7","15","9","39","50","61","53","75",
"협박","아산시","범죄건수","건","13","30","29","30","46","100","100","127","158","169",
"협박","천안시","범죄건수","건","32","44","46","57","94","216","206","236","270","268",
"협박","군산시","범죄건수","건","19","43","26","35","50","88","91","80","75","91",
"협박","김제시","범죄건수","건","","","","","17","26","29","20","26","33",
"협박","남원시","범죄건수","건","","","","","9","28","23","24","25","29",
"협박","익산시","범죄건수","건","19","28","21","18","38","72","68","88","83","80",
"협박","전주시","범죄건수","건","38","53","42","45","74","131","160","167","191","167",
"협박","정읍시","범죄건수","건","11","17","7","15","25","50","33","33","50","46",
"협박","광양시","범죄건수","건","","","","","20","25","38","69","48","67",
"협박","나주시","범죄건수","건","","","","","4","4","24","44","31","45",
"협박","목포시","범죄건수","건","25","32","40","28","73","107","80","128","148","123",
"협박","순천시","범죄건수","건","16","20","32","47","48","113","94","86","127","124",
"협박","여수시","범죄건수","건","18","21","25","21","53","86","104","114","165","120",
"협박","경산시","범죄건수","건","24","18","22","23","55","76","82","89","131","101",
"협박","경주시","범죄건수","건","18","15","14","22","35","59","48","41","72","64",
"협박","구미시","범죄건수","건","22","32","33","32","48","125","129","86","129","132",
"협박","김천시","범죄건수","건","7","6","5","10","10","42","46","39","90","80",
"협박","문경시","범죄건수","건","","","","","10","23","19","23","28","15",
"협박","상주시","범죄건수","건","","","","","17","30","30","36","35","37",
"협박","안동시","범죄건수","건","24","16","13","24","30","50","51","51","81","99",
"협박","영주시","범죄건수","건","","","","","10","22","22","25","34","36",
"협박","영천시","범죄건수","건","","","","","16","28","18","34","32","44",
"협박","포항시","범죄건수","건","22","35","30","38","76","133","122","87","142","120",
"협박","거제시","범죄건수","건","20","20","25","18","36","88","63","89","104","102",
"협박","김해시","범죄건수","건","33","43","38","52","92","142","127","143","179","185",
"협박","마산시","범죄건수","건","21","8","","","1","","","","","",
"협박","밀양시","범죄건수","건","","","","","17","27","27","38","51","40",
"협박","사천시","범죄건수","건","","","","","15","31","54","40","47","56",
"협박","양산시","범죄건수","건","18","31","40","34","49","92","67","89","123","159",
"협박","진주시","범죄건수","건","20","37","24","25","58","93","88","92","137","115",
"협박","창원시","범죄건수","건","42","72","82","84","160","208","207","303","327","321",
"협박","통영시","범죄건수","건","","","","","26","42","49","45","56","85",
"협박","서귀포시","범죄건수","건","","","","","56","92","82","86","89","93",
"협박","제주시","범죄건수","건","105","88","152","158","234","268","243","284","346","378",
"약취·유인","계","범죄건수","건","266","200","188","198","190","201","206","187","250","210",
"약취·유인","서울","범죄건수","건","62","48","40","39","45","35","49","48","60","53",
"약취·유인","부산","범죄건수","건","31","16","15","11","6","20","18","11","16","11",
"약취·유인","대구","범죄건수","건","8","4","3","8","6","8","8","5","2","2",
"약취·유인","인천","범죄건수","건","13","11","8","11","12","10","15","15","11","13",
"약취·유인","광주","범죄건수","건","16","4","7","9","5","8","3","3","4","4",
"약취·유인","대전","범죄건수","건","3","4","3","5","4","4","6","2","5","5",
"약취·유인","울산","범죄건수","건","1","4","3","4","1","3","8","2","2","5",
"약취·유인","세종","범죄건수","건","","","","","1","2","-","-","1","1",
"약취·유인","고양시","범죄건수","건","5","2","4","1","3","4","4","4","13","12",
"약취·유인","과천시","범죄건수","건","","","","","-","-","-","-","-","-",
"약취·유인","광명시","범죄건수","건","1","3","1","","-","1","1","3","2","-",
"약취·유인","광주시","범죄건수","건","","","","","2","-","3","1","-","-",
"약취·유인","구리시","범죄건수","건","1","1","0","1","2","-","1","2","-","2",
"약취·유인","군포시","범죄건수","건","3","1","0","2","-","-","-","3","-","1",
"약취·유인","김포시","범죄건수","건","","","","","-","-","1","1","1","-",
"약취·유인","남양주시","범죄건수","건","1","2","0","1","6","3","3","-","4","2",
"약취·유인","동두천시","범죄건수","건","","","","","-","-","-","1","2","1",
"약취·유인","부천시","범죄건수","건","2","3","2","5","5","2","4","4","6","7",
"약취·유인","성남시","범죄건수","건","5","5","7","3","1","5","2","3","2","2",
"약취·유인","수원시","범죄건수","건","5","6","3","3","10","5","10","4","4","4",
"약취·유인","시흥시","범죄건수","건","6","2","2","1","1","1","2","3","5","2",
"약취·유인","안산시","범죄건수","건","3","5","4","3","1","1","4","-","5","6",
"약취·유인","안성시","범죄건수","건","","","","","2","1","-","-","-","-",
"약취·유인","안양시","범죄건수","건","5","4","6","1","-","3","6","3","3","1",
"약취·유인","양주시","범죄건수","건","","","","","1","1","1","1","2","1",
"약취·유인","여주시","범죄건수","건","","","","","1","1","1","-","2","-",
"약취·유인","오산시","범죄건수","건","","","","","1","-","-","2","3","-",
"약취·유인","용인시","범죄건수","건","2","2","1","4","5","4","4","5","6","1",
"약취·유인","의왕시","범죄건수","건","","","","","-","-","1","-","1","2",
"약취·유인","의정부시","범죄건수","건","6","3","1","3","1","5","3","1","3","1",
"약취·유인","이천시","범죄건수","건","","1","1","1","9","2","-","1","1","-",
"약취·유인","파주시","범죄건수","건","2","1","3","3","9","1","1","2","4","6",
"약취·유인","평택시","범죄건수","건","","4","3","3","3","2","1","4","3","3",
"약취·유인","포천시","범죄건수","건","","","","","2","1","1","-","2","1",
"약취·유인","하남시","범죄건수","건","","","","","-","1","1","-","2","1",
"약취·유인","화성시","범죄건수","건","","","","","1","5","-","-","4","3",
"약취·유인","강릉시","범죄건수","건","1","","0","","-","-","-","-","2","-",
"약취·유인","동해시","범죄건수","건","","","","","-","1","-","-","-","-",
"약취·유인","삼척시","범죄건수","건","","","","","-","-","-","1","2","-",
"약취·유인","속초시","범죄건수","건","","","","","-","-","1","1","-","2",
"약취·유인","원주시","범죄건수","건","1","1","1","2","-","4","-","1","4","-",
"약취·유인","춘천시","범죄건수","건","3","","0","1","2","1","-","1","1","-",
"약취·유인","태백시","범죄건수","건","","","","","-","1","-","-","-","-",
"약취·유인","제천시","범죄건수","건","1","","0","","1","-","-","-","-","1",
"약취·유인","청주시","범죄건수","건","3","1","0","1","1","-","1","3","6","5",
"약취·유인","충주시","범죄건수","건","1","","1","","1","1","2","1","1","2",
"약취·유인","계룡시","범죄건수","건","","","","","-","-","-","-","-","-",
"약취·유인","공주시","범죄건수","건","","","","","-","-","-","1","-","1",
"약취·유인","논산시","범죄건수","건","1","","0","","-","2","-","-","1","1",
"약취·유인","당진시","범죄건수","건","","","","","-","-","1","1","-","-",
"약취·유인","보령시","범죄건수","건","","","","","1","-","1","-","1","-",
"약취·유인","서산시","범죄건수","건","1","1","0","1","-","1","-","-","1","-",
"약취·유인","아산시","범죄건수","건","2","1","0","","-","-","2","3","2","3",
"약취·유인","천안시","범죄건수","건","2","8","7","6","2","3","1","1","2","2",
"약취·유인","군산시","범죄건수","건","2","5","0","2","-","-","-","1","-","1",
"약취·유인","김제시","범죄건수","건","","","","","-","-","-","-","-","-",
"약취·유인","남원시","범죄건수","건","","","","","1","-","-","-","-","-",
"약취·유인","익산시","범죄건수","건","","","0","3","3","-","2","1","1","3",
"약취·유인","전주시","범죄건수","건","","","1","4","1","4","2","1","1","-",
"약취·유인","정읍시","범죄건수","건","","","0","","1","1","-","1","-","-",
"약취·유인","광양시","범죄건수","건","","","","","-","3","-","3","-","3",
"약취·유인","나주시","범죄건수","건","","","","","-","-","1","-","-","-",
"약취·유인","목포시","범죄건수","건","5","1","3","5","3","1","2","1","5","1",
"약취·유인","순천시","범죄건수","건","1","1","1","","-","4","-","1","-","-",
"약취·유인","여수시","범죄건수","건","","","0","","1","-","1","1","-","-",
"약취·유인","경산시","범죄건수","건","2","","1","","2","1","-","-","-","-",
"약취·유인","경주시","범죄건수","건","","1","3","2","-","-","-","-","-","-",
"약취·유인","구미시","범죄건수","건","1","4","2","1","-","3","6","2","4","-",
"약취·유인","김천시","범죄건수","건","","","0","1","-","1","-","1","-","1",
"약취·유인","문경시","범죄건수","건","","","","","1","-","1","-","-","-",
"약취·유인","상주시","범죄건수","건","","","","","-","-","-","-","-","-",
"약취·유인","안동시","범죄건수","건","1","","1","","-","-","-","-","-","1",
"약취·유인","영주시","범죄건수","건","","","","","-","-","-","-","-","1",
"약취·유인","영천시","범죄건수","건","","","","","-","-","-","-","-","-",
"약취·유인","포항시","범죄건수","건","3","","2","","-","-","-","3","-","2",
"약취·유인","거제시","범죄건수","건","","","0","","1","7","1","1","1","2",
"약취·유인","김해시","범죄건수","건","2","","1","1","1","2","4","3","-","1",
"약취·유인","마산시","범죄건수","건","3","","","","-","","","","","",
"약취·유인","밀양시","범죄건수","건","","","","","-","-","1","1","-","-",
"약취·유인","사천시","범죄건수","건","","","","","-","-","-","-","-","-",
"약취·유인","양산시","범죄건수","건","","2","2","1","-","2","-","-","2","-",
"약취·유인","진주시","범죄건수","건","","","0","","-","-","2","-","1","1",
"약취·유인","창원시","범죄건수","건","2","4","2","3","3","1","2","4","7","5",
"약취·유인","통영시","범죄건수","건","","","","","-","-","-","-","-","1",
"약취·유인","서귀포시","범죄건수","건","","","","","-","2","-","-","2","2",
"약취·유인","제주시","범죄건수","건","3","3","7","2","4","2","1","3","3","4",
"폭력행위등","계","범죄건수","건","46729","46725","41704","37689","35686","13302","11255","9204","8350","7398",
"폭력행위등","서울","범죄건수","건","9466","9318","7906","7325","6725","2615","2119","1697","1547","1187",
"폭력행위등","부산","범죄건수","건","3276","3644","3083","2796","2449","1052","940","696","629","593",
"폭력행위등","대구","범죄건수","건","2151","2263","1915","1740","1595","534","441","397","371","285",
"폭력행위등","인천","범죄건수","건","2631","2812","2412","2305","1988","899","773","693","565","509",
"폭력행위등","광주","범죄건수","건","1322","1286","1081","921","817","389","373","300","254","243",
"폭력행위등","대전","범죄건수","건","1149","1102","1013","914","1045","418","278","202","226","209",
"폭력행위등","울산","범죄건수","건","950","964","1026","937","906","268","264","248","194","189",
"폭력행위등","세종","범죄건수","건","","","","","71","42","35","22","26","28",
"폭력행위등","고양시","범죄건수","건","833","695","652","521","462","195","188","158","141","111",
"폭력행위등","과천시","범죄건수","건","","","","","10","9","9","3","4","3",
"폭력행위등","광명시","범죄건수","건","258","318","225","194","144","97","59","54","40","47",
"폭력행위등","광주시","범죄건수","건","","","","","220","85","59","38","38","24",
"폭력행위등","구리시","범죄건수","건","275","258","211","186","183","69","55","51","46","19",
"폭력행위등","군포시","범죄건수","건","199","173","156","141","131","56","48","38","33","27",
"폭력행위등","김포시","범죄건수","건","","","","","171","50","32","53","39","49",
"폭력행위등","남양주시","범죄건수","건","427","442","349","332","395","98","110","91","61","75",
"폭력행위등","동두천시","범죄건수","건","","","","","114","33","31","30","22","39",
"폭력행위등","부천시","범죄건수","건","1036","998","674","688","591","226","230","175","149","131",
"폭력행위등","성남시","범죄건수","건","978","870","691","686","577","222","207","158","135","120",
"폭력행위등","수원시","범죄건수","건","1504","1437","1155","1128","1101","437","335","263","196","139",
"폭력행위등","시흥시","범죄건수","건","610","631","559","443","375","153","131","76","84","82",
"폭력행위등","안산시","범죄건수","건","913","891","811","745","757","253","228","198","157","139",
"폭력행위등","안성시","범죄건수","건","","","","","138","39","21","19","18","20",
"폭력행위등","안양시","범죄건수","건","602","642","505","383","385","188","136","90","97","77",
"폭력행위등","양주시","범죄건수","건","","","","","103","30","32","24","26","12",
"폭력행위등","여주시","범죄건수","건","","","","","94","31","27","19","14","15",
"폭력행위등","오산시","범죄건수","건","","","","","177","99","65","66","41","35",
"폭력행위등","용인시","범죄건수","건","445","435","418","397","365","121","107","74","80","49",
"폭력행위등","의왕시","범죄건수","건","","","","","44","9","15","12","10","9",
"폭력행위등","의정부시","범죄건수","건","616","596","484","414","323","108","60","79","87","76",
"폭력행위등","이천시","범죄건수","건","232","208","203","213","141","62","65","63","50","41",
"폭력행위등","파주시","범죄건수","건","309","277","300","299","238","77","73","55","58","43",
"폭력행위등","평택시","범죄건수","건","536","479","405","473","444","177","178","124","114","107",
"폭력행위등","포천시","범죄건수","건","","","","","193","59","35","47","42","32",
