"죄종별","범죄발생지별","항목","단위","2011 년","2012 년","2013 년","2014 년","2015 년","2016 년","2017 년","2018 년","2019 년","2020 년",
"폭력행위등","하남시","범죄건수","건","","","","","81","49","37","27","21","30",
"폭력행위등","화성시","범죄건수","건","","","","","374","180","146","117","127","112",
"폭력행위등","강릉시","범죄건수","건","283","284","299","256","252","59","63","40","39","36",
"폭력행위등","동해시","범죄건수","건","","","","","117","34","43","29","32","31",
"폭력행위등","삼척시","범죄건수","건","","","","","72","17","19","14","18","12",
"폭력행위등","속초시","범죄건수","건","","","","","105","26","32","25","20","22",
"폭력행위등","원주시","범죄건수","건","477","471","387","281","242","90","80","61","60","38",
"폭력행위등","춘천시","범죄건수","건","317","312","246","214","169","63","53","53","58","36",
"폭력행위등","태백시","범죄건수","건","","","","","58","34","13","11","9","8",
"폭력행위등","제천시","범죄건수","건","134","143","147","132","127","19","16","14","11","7",
"폭력행위등","청주시","범죄건수","건","635","621","608","562","623","188","141","126","122","115",
"폭력행위등","충주시","범죄건수","건","161","159","157","154","137","46","31","40","28","17",
"폭력행위등","계룡시","범죄건수","건","","","","","3","6","2","5","1","-",
"폭력행위등","공주시","범죄건수","건","","","","","73","21","14","17","11","23",
"폭력행위등","논산시","범죄건수","건","102","60","65","56","73","19","21","14","10","15",
"폭력행위등","당진시","범죄건수","건","","","","","149","42","30","32","20","24",
"폭력행위등","보령시","범죄건수","건","","","","","106","32","17","19","21","29",
"폭력행위등","서산시","범죄건수","건","101","89","122","121","109","39","33","36","20","23",
"폭력행위등","아산시","범죄건수","건","280","259","274","234","241","112","116","76","73","77",
"폭력행위등","천안시","범죄건수","건","582","568","561","493","494","188","165","127","109","100",
"폭력행위등","군산시","범죄건수","건","328","350","306","287","291","122","102","73","66","82",
"폭력행위등","김제시","범죄건수","건","","","","","47","19","8","12","9","10",
"폭력행위등","남원시","범죄건수","건","","","","","69","20","25","17","8","17",
"폭력행위등","익산시","범죄건수","건","341","393","312","211","267","78","63","81","50","29",
"폭력행위등","전주시","범죄건수","건","517","533","444","402","450","185","175","143","145","135",
"폭력행위등","정읍시","범죄건수","건","113","103","128","107","76","27","34","28","24","18",
"폭력행위등","광양시","범죄건수","건","","","","","95","36","33","23","19","19",
"폭력행위등","나주시","범죄건수","건","","","","","8","3","15","15","10","33",
"폭력행위등","목포시","범죄건수","건","408","349","398","308","347","90","59","67","100","73",
"폭력행위등","순천시","범죄건수","건","230","185","198","215","141","59","98","55","55","43",
"폭력행위등","여수시","범죄건수","건","283","353","335","230","223","66","59","59","54","48",
"폭력행위등","경산시","범죄건수","건","204","209","210","156","163","40","34","41","47","36",
"폭력행위등","경주시","범죄건수","건","253","294","268","226","214","57","54","43","41","35",
"폭력행위등","구미시","범죄건수","건","345","313","314","334","276","110","86","66","63","65",
"폭력행위등","김천시","범죄건수","건","90","82","96","86","93","41","27","27","26","34",
"폭력행위등","문경시","범죄건수","건","","","","","53","16","9","7","8","8",
"폭력행위등","상주시","범죄건수","건","","","","","51","21","18","9","11","6",
"폭력행위등","안동시","범죄건수","건","172","158","154","109","152","27","26","24","13","26",
"폭력행위등","영주시","범죄건수","건","","","","","99","21","18","17","28","14",
"폭력행위등","영천시","범죄건수","건","","","","","66","21","19","15","12","15",
"폭력행위등","포항시","범죄건수","건","419","393","423","352","429","130","135","110","134","114",
"폭력행위등","거제시","범죄건수","건","206","227","265","176","229","76","59","38","34","44",
"폭력행위등","김해시","범죄건수","건","391","370","386","363","356","142","123","73","81","72",
"폭력행위등","마산시","범죄건수","건","292","47","","","1","","","","","",
"폭력행위등","밀양시","범죄건수","건","","","","","82","21","13","13","18","10",
"폭력행위등","사천시","범죄건수","건","","","","","78","36","17","21","22","18",
"폭력행위등","양산시","범죄건수","건","161","224","240","203","144","79","76","47","58","65",
"폭력행위등","진주시","범죄건수","건","256","239","233","212","202","56","75","45","38","59",
"폭력행위등","창원시","범죄건수","건","534","740","824","661","669","272","193","204","146","158",
"폭력행위등","통영시","범죄건수","건","","","","","138","51","42","37","37","40",
"폭력행위등","서귀포시","범죄건수","건","","","","","145","77","57","53","50","45",
"폭력행위등","제주시","범죄건수","건","669","560","690","598","383","134","133","103","120","102",
"공갈","계","범죄건수","건","5239","6698","4310","4862","3596","3745","4152","4096","4847","5281",
"공갈","서울","범죄건수","건","903","1071","809","958","634","694","739","769","959","879",
"공갈","부산","범죄건수","건","475","839","449","717","558","416","360","373","343","354",
"공갈","대구","범죄건수","건","324","495","286","381","263","192","177","143","161","181",
"공갈","인천","범죄건수","건","243","521","367","294","222","255","368","320","366","426",
"공갈","광주","범죄건수","건","244","277","130","144","118","114","90","99","110","90",
"공갈","대전","범죄건수","건","195","188","108","91","94","130","96","142","142","161",
"공갈","울산","범죄건수","건","136","146","100","122","79","95","76","81","75","80",
"공갈","세종","범죄건수","건","","","","","4","30","16","11","13","24",
"공갈","고양시","범죄건수","건","111","96","72","58","34","46","80","81","61","89",
"공갈","과천시","범죄건수","건","","","","","1","2","1","2","3","2",
"공갈","광명시","범죄건수","건","24","25","24","24","19","14","13","24","14","18",
"공갈","광주시","범죄건수","건","","","","","17","25","23","17","42","26",
"공갈","구리시","범죄건수","건","48","33","23","14","17","14","9","18","15","8",
"공갈","군포시","범죄건수","건","22","29","29","8","5","13","9","7","17","15",
"공갈","김포시","범죄건수","건","","","","","10","7","28","21","24","40",
"공갈","남양주시","범죄건수","건","30","64","28","34","21","31","44","54","60","56",
"공갈","동두천시","범죄건수","건","","","","","9","5","9","16","15","12",
"공갈","부천시","범죄건수","건","139","172","73","124","82","87","130","99","114","111",
"공갈","성남시","범죄건수","건","177","157","98","94","47","47","76","61","66","60",
"공갈","수원시","범죄건수","건","157","139","101","108","89","85","143","125","139","141",
"공갈","시흥시","범죄건수","건","29","47","42","33","33","31","26","39","51","46",
"공갈","안산시","범죄건수","건","96","120","76","85","49","60","61","47","58","78",
"공갈","안성시","범죄건수","건","","","","","17","8","11","11","11","13",
"공갈","안양시","범죄건수","건","67","55","29","27","37","32","83","37","85","55",
"공갈","양주시","범죄건수","건","","","","","11","9","13","13","7","15",
"공갈","여주시","범죄건수","건","","","","","4","8","10","8","18","19",
"공갈","오산시","범죄건수","건","","","","","14","12","16","9","28","31",
"공갈","용인시","범죄건수","건","47","48","31","61","47","34","66","40","71","67",
"공갈","의왕시","범죄건수","건","","","","","3","5","3","5","4","12",
"공갈","의정부시","범죄건수","건","81","97","52","44","26","22","23","23","28","48",
"공갈","이천시","범죄건수","건","19","14","11","23","5","19","12","15","11","14",
"공갈","파주시","범죄건수","건","12","27","23","25","15","28","28","40","31","31",
"공갈","평택시","범죄건수","건","43","47","31","35","26","48","29","28","50","58",
"공갈","포천시","범죄건수","건","","","","","7","9","19","16","12","7",
"공갈","하남시","범죄건수","건","","","","","12","6","11","8","9","28",
"공갈","화성시","범죄건수","건","","","","","24","52","45","70","53","101",
"공갈","강릉시","범죄건수","건","14","20","15","10","18","12","19","12","24","13",
"공갈","동해시","범죄건수","건","","","","","4","5","3","3","3","5",
"공갈","삼척시","범죄건수","건","","","","","2","10","8","9","12","6",
"공갈","속초시","범죄건수","건","","","","","4","8","4","6","14","4",
"공갈","원주시","범죄건수","건","48","42","21","19","27","21","17","22","26","19",
"공갈","춘천시","범죄건수","건","15","25","8","14","7","7","13","18","27","34",
"공갈","태백시","범죄건수","건","","","","","1","1","3","1","2","3",
"공갈","제천시","범죄건수","건","7","5","1","3","6","7","6","10","7","10",
"공갈","청주시","범죄건수","건","89","79","51","48","36","43","68","71","95","139",
"공갈","충주시","범죄건수","건","22","24","10","10","10","16","10","12","19","19",
"공갈","계룡시","범죄건수","건","","","","","-","1","-","-","2","1",
"공갈","공주시","범죄건수","건","","","","","9","11","6","7","9","16",
"공갈","논산시","범죄건수","건","8","16","8","12","10","5","6","3","9","10",
"공갈","당진시","범죄건수","건","","","","","5","9","10","10","4","11",
"공갈","보령시","범죄건수","건","","","","","7","8","7","10","10","8",
"공갈","서산시","범죄건수","건","9","20","7","13","13","12","14","26","19","20",
"공갈","아산시","범죄건수","건","24","21","27","19","18","12","16","14","20","19",
"공갈","천안시","범죄건수","건","102","71","49","68","23","60","50","68","45","73",
"공갈","군산시","범죄건수","건","15","24","15","26","16","18","19","23","26","36",
"공갈","김제시","범죄건수","건","","","","","7","5","11","2","4","8",
"공갈","남원시","범죄건수","건","","","","","5","2","-","5","2","5",
"공갈","익산시","범죄건수","건","22","28","67","87","25","9","11","8","18","18",
"공갈","전주시","범죄건수","건","70","98","51","51","57","30","57","41","69","83",
"공갈","정읍시","범죄건수","건","3","6","2","5","1","2","7","5","15","7",
"공갈","광양시","범죄건수","건","","","","","10","9","12","4","15","14",
"공갈","나주시","범죄건수","건","","","","","1","-","12","15","8","9",
"공갈","목포시","범죄건수","건","49","46","30","30","20","25","15","21","18","28",
"공갈","순천시","범죄건수","건","30","24","16","21","12","34","26","26","17","42",
"공갈","여수시","범죄건수","건","29","36","21","11","19","22","16","22","30","27",
"공갈","경산시","범죄건수","건","19","36","24","25","18","14","10","17","12","14",
"공갈","경주시","범죄건수","건","16","32","38","17","18","28","13","10","18","17",
"공갈","구미시","범죄건수","건","47","54","20","33","23","30","50","56","74","70",
"공갈","김천시","범죄건수","건","8","9","6","6","4","7","6","9","27","25",
"공갈","문경시","범죄건수","건","","","","","1","5","5","2","7","2",
"공갈","상주시","범죄건수","건","","","","","7","1","5","5","2","9",
"공갈","안동시","범죄건수","건","16","14","14","16","15","10","11","11","12","21",
"공갈","영주시","범죄건수","건","","","","","8","6","6","10","19","14",
"공갈","영천시","범죄건수","건","","","","","25","13","11","13","12","8",
"공갈","포항시","범죄건수","건","33","37","36","40","26","63","57","46","48","32",
"공갈","거제시","범죄건수","건","14","21","21","9","9","13","32","16","16","32",
"공갈","김해시","범죄건수","건","52","67","38","46","25","29","61","69","98","70",
"공갈","마산시","범죄건수","건","74","5","","","-","","","","","",
"공갈","밀양시","범죄건수","건","","","","","9","8","10","8","5","7",
"공갈","사천시","범죄건수","건","","","","","-","4","9","3","6","11",
"공갈","양산시","범죄건수","건","21","29","15","16","16","15","13","18","33","31",
"공갈","진주시","범죄건수","건","13","39","15","32","19","44","20","27","18","90",
"공갈","창원시","범죄건수","건","109","162","89","92","87","60","93","63","102","128",
"공갈","통영시","범죄건수","건","","","","","11","10","6","12","12","14",
"공갈","서귀포시","범죄건수","건","","","","","8","17","20","20","24","20",
"공갈","제주시","범죄건수","건","80","52","120","70","37","42","37","54","62","63",
"손괴","계","범죄건수","건","61444","60712","57813","57997","58977","59127","56283","56684","58146","58191",
"손괴","서울","범죄건수","건","11984","12101","11479","11721","11735","11667","10985","10845","10636","10435",
"손괴","부산","범죄건수","건","3532","3948","3848","3813","3639","3462","3707","3527","3806","3734",
"손괴","대구","범죄건수","건","3653","3565","3157","3106","3019","2856","2645","2694","2795","2804",
"손괴","인천","범죄건수","건","2597","3104","3046","3266","3365","3664","3456","3570","3471","3373",
"손괴","광주","범죄건수","건","2457","2243","1934","2009","1791","1550","1474","1415","1501","1435",
"손괴","대전","범죄건수","건","1836","1790","1784","1604","1804","1537","1463","1497","1476","1632",
"손괴","울산","범죄건수","건","1574","1509","1652","1458","1530","1500","1297","1264","1256","1155",
"손괴","세종","범죄건수","건","","","","","88","161","170","176","221","241",
"손괴","고양시","범죄건수","건","1067","987","890","880","806","894","833","903","980","895",
"손괴","과천시","범죄건수","건","","","","","54","49","44","43","36","38",
"손괴","광명시","범죄건수","건","508","487","414","484","332","290","301","301","325","352",
"손괴","광주시","범죄건수","건","","","","","363","371","299","378","403","435",
"손괴","구리시","범죄건수","건","312","286","272","268","258","269","258","281","337","225",
"손괴","군포시","범죄건수","건","386","363","321","325","327","285","278","252","228","214",
"손괴","김포시","범죄건수","건","","","","","354","325","346","404","361","428",
"손괴","남양주시","범죄건수","건","498","539","485","564","609","595","619","619","651","684",
"손괴","동두천시","범죄건수","건","","","","","168","153","139","154","136","147",
"손괴","부천시","범죄건수","건","1535","1406","1141","1165","1158","1221","1093","1181","1176","1245",
"손괴","성남시","범죄건수","건","1560","1315","1079","1240","1060","1058","924","1002","919","930",
"손괴","수원시","범죄건수","건","1638","1391","1428","1452","1497","1560","1560","1754","1603","1625",
"손괴","시흥시","범죄건수","건","781","599","584","493","649","673","632","685","814","778",
"손괴","안산시","범죄건수","건","1255","1146","1018","1118","1385","1326","1182","1037","1102","1026",
"손괴","안성시","범죄건수","건","","","","","229","238","254","253","233","313",
"손괴","안양시","범죄건수","건","852","694","728","624","630","644","604","652","590","659",
"손괴","양주시","범죄건수","건","","","","","256","246","267","259","230","293",
"손괴","여주시","범죄건수","건","","","","","114","126","153","127","128","169",
"손괴","오산시","범죄건수","건","","","","","327","319","341","291","333","330",
"손괴","용인시","범죄건수","건","747","701","646","683","704","810","730","725","895","841",
"손괴","의왕시","범죄건수","건","","","","","112","117","89","113","87","102",
"손괴","의정부시","범죄건수","건","865","696","662","545","634","636","688","596","637","605",
"손괴","이천시","범죄건수","건","309","282","248","306","220","281","265","318","358","359",
"손괴","파주시","범죄건수","건","435","397","380","388","430","396","383","503","450","484",
"손괴","평택시","범죄건수","건","709","756","653","728","710","795","814","901","922","850",
"손괴","포천시","범죄건수","건","","","","","187","216","227","214","246","179",
"손괴","하남시","범죄건수","건","","","","","152","173","165","229","214","244",
"손괴","화성시","범죄건수","건","","","","","503","613","696","720","894","863",
"손괴","강릉시","범죄건수","건","455","435","390","373","401","416","353","333","314","258",
"손괴","동해시","범죄건수","건","","","","","137","134","115","119","123","115",
"손괴","삼척시","범죄건수","건","","","","","103","121","81","91","84","90",
"손괴","속초시","범죄건수","건","","","","","155","153","137","133","129","139",
"손괴","원주시","범죄건수","건","841","750","656","621","590","574","593","482","439","459",
"손괴","춘천시","범죄건수","건","371","436","456","411","316","429","342","331","311","304",
"손괴","태백시","범죄건수","건","","","","","52","63","64","59","68","50",
"손괴","제천시","범죄건수","건","186","194","167","181","155","239","191","143","135","179",
"손괴","청주시","범죄건수","건","1243","1021","1069","1169","1120","1104","1032","1149","1084","1011",
"손괴","충주시","범죄건수","건","291","253","273","286","303","282","280","248","264","272",
"손괴","계룡시","범죄건수","건","","","","","15","22","23","19","25","29",
"손괴","공주시","범죄건수","건","","","","","79","67","88","92","102","99",
"손괴","논산시","범죄건수","건","126","104","94","97","105","109","127","121","142","149",
"손괴","당진시","범죄건수","건","","","","","152","200","183","191","168","196",
"손괴","보령시","범죄건수","건","","","","","74","83","85","97","113","133",
"손괴","서산시","범죄건수","건","129","129","167","153","196","216","259","263","254","246",
"손괴","아산시","범죄건수","건","235","343","331","358","322","387","408","355","482","445",
"손괴","천안시","범죄건수","건","717","828","776","820","798","897","874","929","852","871",
"손괴","군산시","범죄건수","건","215","267","250","275","274","308","263","321","304","290",
"손괴","김제시","범죄건수","건","","","","","95","60","67","75","81","72",
"손괴","남원시","범죄건수","건","","","","","82","66","81","68","77","69",
"손괴","익산시","범죄건수","건","330","423","302","289","334","340","256","337","339","242",
"손괴","전주시","범죄건수","건","607","659","557","556","498","499","498","443","409","632",
"손괴","정읍시","범죄건수","건","111","119","87","84","89","101","88","89","81","106",
"손괴","광양시","범죄건수","건","","","","","118","127","126","137","161","126",
"손괴","나주시","범죄건수","건","","","","","13","12","53","62","101","103",
"손괴","목포시","범죄건수","건","374","344","441","294","434","354","360","385","439","363",
"손괴","순천시","범죄건수","건","267","265","248","292","254","294","277","303","323","294",
"손괴","여수시","범죄건수","건","302","329","334","304","354","377","373","371","388","383",
"손괴","경산시","범죄건수","건","405","331","359","378","420","405","341","334","358","320",
"손괴","경주시","범죄건수","건","323","319","302","292","235","313","278","263","273","262",
"손괴","구미시","범죄건수","건","652","494","545","513","581","583","463","405","511","498",
"손괴","김천시","범죄건수","건","112","106","105","106","147","154","129","164","153","185",
"손괴","문경시","범죄건수","건","","","","","67","67","60","67","64","82",
"손괴","상주시","범죄건수","건","","","","","67","76","77","84","87","92",
"손괴","안동시","범죄건수","건","198","196","166","209","206","177","192","157","165","230",
"손괴","영주시","범죄건수","건","","","","","101","91","80","120","114","98",
"손괴","영천시","범죄건수","건","","","","","87","128","87","99","139","150",
"손괴","포항시","범죄건수","건","500","518","568","532","551","527","611","578","629","575",
"손괴","거제시","범죄건수","건","216","247","279","204","344","340","281","202","225","290",
"손괴","김해시","범죄건수","건","592","562","602","609","604","572","578","565","668","617",
"손괴","마산시","범죄건수","건","517","60","","","-","","","","","",
"손괴","밀양시","범죄건수","건","","","","","105","101","114","96","121","132",
"손괴","사천시","범죄건수","건","","","","","129","110","107","122","100","113",
"손괴","양산시","범죄건수","건","255","339","315","323","323","267","205","249","284","348",
"손괴","진주시","범죄건수","건","319","340","354","305","286","349","339","312","390","394",
"손괴","창원시","범죄건수","건","747","1207","1245","1110","1199","1079","967","963","1038","1077",
"손괴","통영시","범죄건수","건","","","","","186","164","150","163","122","168",
"손괴","서귀포시","범죄건수","건","","","","","331","395","355","387","354","373",
"손괴","제주시","범죄건수","건","1377","1250","1366","1263","1018","962","864","861","944","910",
"교통범죄","계","범죄건수","건","536167","542784","573453","573493","596665","600401","501162","408371","377354","348725",
"교통범죄","서울","범죄건수","건","87467","79627","86560","76497","74958","74270","67430","61132","55273","50895",
"교통범죄","부산","범죄건수","건","32131","32758","31638","36035","35841","32944","28061","22894","20433","18201",
"교통범죄","대구","범죄건수","건","34209","36180","35431","38676","39725","31682","25380","22200","21012","19005",
"교통범죄","인천","범죄건수","건","28086","30491","30232","32322","31163","30972","24507","18173","17749","16771",
"교통범죄","광주","범죄건수","건","21878","24387","26251","24008","23412","22137","18734","13779","12747","12432",
"교통범죄","대전","범죄건수","건","12193","10284","11847","12544","13556","14524","14695","11967","11898","10583",
"교통범죄","울산","범죄건수","건","12355","12521","13949","14514","16600","14105","11264","9956","9708","8020",
"교통범죄","세종","범죄건수","건","","","","","1056","1234","1322","1398","1397","1337",
"교통범죄","고양시","범죄건수","건","8201","9312","11224","11978","11926","12280","9681","7349","6506","6159",
"교통범죄","과천시","범죄건수","건","","","","","720","934","672","607","511","359",
"교통범죄","광명시","범죄건수","건","1971","1775","1917","2221","2740","3141","2440","2169","2128","1717",
"교통범죄","광주시","범죄건수","건","","","","","3660","4171","3590","3071","2920","3035",
"교통범죄","구리시","범죄건수","건","1742","2221","2230","2197","2151","2225","1849","1578","1783","1495",
"교통범죄","군포시","범죄건수","건","1741","2046","2240","2393","2121","2801","2128","1267","1045","1075",
"교통범죄","김포시","범죄건수","건","","","","","3726","4124","3486","3289","3133","3207",
"교통범죄","남양주시","범죄건수","건","4477","4246","4399","4373","4795","5542","5156","4339","3936","3679",
"교통범죄","동두천시","범죄건수","건","","","","","954","1158","852","764","709","598",
"교통범죄","부천시","범죄건수","건","7237","9480","10241","10761","10467","10437","8763","6974","5849","5573",
"교통범죄","성남시","범죄건수","건","7270","7823","8789","8594","8900","12472","9558","7592","6724","5951",
"교통범죄","수원시","범죄건수","건","10135","10723","11169","12667","14715","17841","14266","11159","9810","8826",
"교통범죄","시흥시","범죄건수","건","5247","6475","6581","6518","7830","10640","8230","6327","5403","5096",
"교통범죄","안산시","범죄건수","건","6443","6940","7546","7553","11372","13356","9480","7238","6376","6495",
"교통범죄","안성시","범죄건수","건","","","","","2490","2778","2761","2160","1823","1881",
"교통범죄","안양시","범죄건수","건","4854","5289","6372","6179","5909","5789","4419","3348","2738","2514",
"교통범죄","양주시","범죄건수","건","","","","","2547","2771","2322","2161","1980","1725",
"교통범죄","여주시","범죄건수","건","","","","","1687","2064","1741","1061","1201","1130",
"교통범죄","오산시","범죄건수","건","","","","","2009","2738","2371","2213","1878","1958",
"교통범죄","용인시","범죄건수","건","6597","6379","6936","7157","7716","8695","7452","6283","5910","5592",
"교통범죄","의왕시","범죄건수","건","","","","","1722","1765","1370","1185","969","818",
"교통범죄","의정부시","범죄건수","건","4291","3543","3858","3986","3670","3726","3195","3052","2776","2790",
"교통범죄","이천시","범죄건수","건","2442","2777","2589","2618","2653","3023","2837","2307","2165","2070",
"교통범죄","파주시","범죄건수","건","4295","3861","4879","5304","6218","6456","5415","3641","3133","2804",
"교통범죄","평택시","범죄건수","건","8250","6871","6382","7701","7646","9630","7303","5936","6491","6637",
"교통범죄","포천시","범죄건수","건","","","","","2677","2872","2560","2250","1811","1612",
"교통범죄","하남시","범죄건수","건","","","","","2583","2771","2067","1934","1611","1679",
"교통범죄","화성시","범죄건수","건","","","","","5902","8262","6564","5762","5792","5417",
"교통범죄","강릉시","범죄건수","건","2653","2374","2302","2582","2737","2387","2193","1733","1615","1645",
"교통범죄","동해시","범죄건수","건","","","","","1519","1530","1034","617","572","487",
"교통범죄","삼척시","범죄건수","건","","","","","1110","1330","1053","533","584","553",
"교통범죄","속초시","범죄건수","건","","","","","1436","1568","1360","878","677","742",
"교통범죄","원주시","범죄건수","건","4173","5234","5086","4789","6012","6378","4941","3506","3135","2988",
"교통범죄","춘천시","범죄건수","건","4042","4934","6097","5128","5008","5004","3982","2594","2405","2175",
"교통범죄","태백시","범죄건수","건","","","","","594","616","420","353","364","293",
"교통범죄","제천시","범죄건수","건","1454","1877","2164","2027","1839","1773","1641","1338","1210","1127",
"교통범죄","청주시","범죄건수","건","5635","6278","6503","7749","8972","10373","9988","8605","7361","6849",
"교통범죄","충주시","범죄건수","건","2513","3019","3393","3077","3902","4168","2685","2146","1984","1728",
"교통범죄","계룡시","범죄건수","건","","","","","138","171","139","122","111","104",
"교통범죄","공주시","범죄건수","건","","","","","1230","1216","1095","1079","978","814",
"교통범죄","논산시","범죄건수","건","1340","1099","1272","1198","1182","1326","1132","935","764","778",
"교통범죄","당진시","범죄건수","건","","","","","1943","2019","1583","1767","1508","1477",
"교통범죄","보령시","범죄건수","건","","","","","1703","1456","1273","930","1059","913",
"교통범죄","서산시","범죄건수","건","1630","1578","1882","1691","1767","1617","1425","1408","1427","1374",
"교통범죄","아산시","범죄건수","건","1735","1623","2064","2186","2296","2455","2313","2272","2219","2411",
"교통범죄","천안시","범죄건수","건","6782","7251","7785","8832","9104","8371","6999","6077","5233","5294",
"교통범죄","군산시","범죄건수","건","3885","3996","3939","3998","3497","2834","2469","2138","1981","1826",
"교통범죄","김제시","범죄건수","건","","","","","997","1018","870","820","761","591",
"교통범죄","남원시","범죄건수","건","","","","","752","695","643","596","560","479",
"교통범죄","익산시","범죄건수","건","5190","5502","4035","3438","3202","3088","2530","1967","2008","1857",
"교통범죄","전주시","범죄건수","건","7172","8780","7403","6980","6444","5580","5635","5033","4350","3868",
"교통범죄","정읍시","범죄건수","건","1257","1311","1153","1238","1115","1095","1052","913","798","708",
"교통범죄","광양시","범죄건수","건","","","","","2434","2450","1812","1531","1431","1219",
"교통범죄","나주시","범죄건수","건","","","","","276","253","1180","1067","963","838",
"교통범죄","목포시","범죄건수","건","4245","4014","4410","3999","4699","4356","3255","2365","2576","2413",
"교통범죄","순천시","범죄건수","건","4961","4923","4650","4797","4954","5024","3572","3070","2770","2353",
"교통범죄","여수시","범죄건수","건","4361","4418","4374","4456","5083","4975","3679","3265","2740","3041",
"교통범죄","경산시","범죄건수","건","2795","3194","2803","2679","2464","2344","1987","1968","1778","1708",
"교통범죄","경주시","범죄건수","건","3428","4785","5224","4205","4839","3794","3142","2668","2660","2141",
"교통범죄","구미시","범죄건수","건","8234","7735","8431","8147","8505","8552","6315","4105","3555","3350",
"교통범죄","김천시","범죄건수","건","1890","1874","2084","1915","2121","1916","1621","1373","1228","1084",
"교통범죄","문경시","범죄건수","건","","","","","1005","920","764","577","541","433",
"교통범죄","상주시","범죄건수","건","","","","","1160","1112","995","859","794","730",
"교통범죄","안동시","범죄건수","건","2028","2230","2061","1799","1750","1609","1467","1339","1368","1324",
"교통범죄","영주시","범죄건수","건","","","","","1644","1227","943","782","715","662",
"교통범죄","영천시","범죄건수","건","","","","","1346","1154","1019","993","1146","1036",
"교통범죄","포항시","범죄건수","건","7235","7881","8932","7413","7475","7488","6208","5008","4542","3875",
"교통범죄","거제시","범죄건수","건","3938","4084","3745","4313","4832","4820","3341","2080","1984","1938",
"교통범죄","김해시","범죄건수","건","9193","6947","7458","7234","8691","7346","6655","4499","4141","3928",
"교통범죄","마산시","범죄건수","건","5604","612","","","2","","","","","",
"교통범죄","밀양시","범죄건수","건","","","","","1216","1243","854","741","862","736",
"교통범죄","사천시","범죄건수","건","","","","","2517","1908","1176","926","1016","997",
"교통범죄","양산시","범죄건수","건","3039","3313","4186","3443","3759","3760","2581","2275","3472","2400",
"교통범죄","진주시","범죄건수","건","5943","4771","4844","3346","3351","3749","3037","1944","1773","1687",
"교통범죄","창원시","범죄건수","건","8741","9927","11165","11329","12650","12594","9625","6683","6216","5418",
"교통범죄","통영시","범죄건수","건","","","","","2936","2430","2031","1350","1262","1245",
"교통범죄","서귀포시","범죄건수","건","","","","","3581","4060","3713","2378","1895","1904",
"교통범죄","제주시","범죄건수","건","7422","9328","11848","12953","10857","11642","9936","6417","5147","4632",
